262, dga, 261.4, 122
263, hat1, 261.8, 135
264, tob, 262.1, 96
265, ibb, 264.1, 108
266, gej, 270.6, 98
267, tht, 273.9, 100
268, hea, 275.6, 100
269, edo, 281.8, 108
270, blu, 283.3, 90
271, hak, 287.5, 77
272, fal, 287.8, 70
273, tiv, 288.4, 109
274, smy, 288.9, 87
275, yor, 292.2, 131
276, gac1, 294.4, 114
277, bci, 295.2, 99
278, rrt, 295.7, 93
279, mbf, 323.7, 101
280, pcm, 338.6, 134
