src5.txt 129 .
srd.txt 94 .
srt.txt 110 .
sso.txt 111 .
sua.txt 97 .
sud.txt 129 .
suo.txt 110 .
swa.txt 130 .
swd.txt 106 .
swz1.txt 94 .
tbz.txt 97 .
tej.txt 148 .
tgl.txt 106 .
tht.txt 100 .
tid.txt 97 .
tiv.txt 109 .
tob.txt 96 .
toi.txt 97 .
toj.txt 127 .
top.txt 97 .
trk.txt 95 .
tru1.txt 133 .
tsh.txt 94 .
tso.txt 98 .
tsw.txt 100 .
ttm.txt 93 .
tws1.txt 111 .
tws3.txt 103 .
tzc.txt 155 .
tzc1.txt 194 .
tzm.txt 93 .
ukr.txt 130 .
ura.txt 143 .
uzb.txt 95 .
vmw.txt 98 .
wee.txt 93 .
wls.txt 93 .
wol.txt 143 .
wry.txt 75 .
xos.txt 99 .
yad.txt 157 .
yao.txt 146 .
yor.txt 131 .
yps.txt 122 .
yua.txt 89 .
zam.txt 96 .
ztu1.txt 105 .
zuu.txt 95 .
